Messdatengenerator 1.55
messung.art;Pulsoximetrie
100;80
100;87
96;59
100;87
96;66
100;91
100;86
100;57
100;58
100;90
100;94
97;59
100;64
100;76
97;80
100;58
100;54
100;78
98;63
100;59
100;80
100;88
100;61
97;58
97;94
98;93
100;67
100;58
100;73
96;74
100;94
100;69
100;94
100;60
97;50
99;82
100;53
100;80
99;87
98;76
98;67
100;84
97;84
96;72
96;93
96;97
99;55
98;89
100;55
99;87
97;81
100;76
97;64
100;73
100;66
100;89
100;55
100;68
100;73
96;55
96;75
97;88
96;81
100;70
97;70
96;76
100;63
100;78
100;92
100;52
97;78
100;91
99;63
100;70
100;64
96;95
96;77
99;74
96;54
97;59
100;92
98;88
100;76
100;55
100;61
100;76
98;67
100;89
100;58
98;54
100;75
100;99
100;56
96;99
100;76
99;96
97;88
100;57
100;56
100;83
97;65
100;55
100;89
97;69
100;91
100;63
100;82
100;56
96;65
100;98
100;81
96;67
99;94
97;95
100;68
100;92
100;50
100;94
98;78
100;83
100;95
96;58
100;93
97;71
99;60
100;80
100;89
100;52
100;99
100;72
100;72
99;98
100;55
100;86
100;64
100;88
100;62
100;73
98;57
97;57
99;76
100;65
100;73
100;85
97;86
96;96
99;60
100;65
100;77
99;88
99;72
96;50
97;97
98;55
100;82
99;67
97;95
100;82
100;69
100;63
100;93
99;85
96;68
96;64
100;52
97;69
100;70
98;83
100;56
98;93
98;74
100;94
100;99
100;92
100;83
100;97
100;96
100;80
100;50
100;93
100;80
97;85
100;82
100;75
99;55
100;63
100;54
97;67
100;62
100;57
100;63
99;87
100;92
98;59
98;92
98;69
100;88
96;74
100;72
100;55
98;68
100;58
97;84
100;65
98;66
100;82
100;55
100;83
98;77
100;78
97;51
100;94
100;62
100;81
100;86
100;51
96;53
100;63
96;66
99;61
100;62
97;64
99;80
100;95
100;54
100;76
100;95
100;78
100;55
100;57
97;61
100;83
100;91
100;90
100;72
99;98
97;66
98;55
100;86
96;85
100;96
96;58
98;82
98;77
96;98
96;71
98;87
100;68
100;80
100;52
100;68
97;53
100;91
100;84
100;77
97;62
100;91
98;72
100;89
100;67
100;75
96;66
96;52
98;68
100;87
100;76
100;90
96;53
100;50
98;94
100;79
100;86
100;78
100;91
100;99
100;69
100;73
96;72
100;82
97;89
100;85
100;84
97;60
97;66
97;72
98;87
100;52
99;70
100;93
100;74
98;82
97;74
100;93
100;54
99;51
96;62
98;82
96;61
100;93
100;80
100;72
96;92
99;74
97;84
98;70
97;78
100;61
100;92
96;60
100;81
97;58
96;61
100;55
98;50
98;65
100;68
100;84
100;76
100;94
100;72
97;78
98;67
99;52
100;51
96;69
100;63
100;65
96;80
100;82
96;82
100;50
98;66
100;55
99;84
100;80
98;95
100;56
100;95
98;97
100;53
97;99
97;76
100;96
99;68
100;99
100;92
100;74
98;93
100;54
100;82
97;60
100;71
100;84
99;60
98;66
100;98
100;95
100;99
99;97
100;81
100;81
100;94
99;53
98;99
100;78
100;65
98;80
100;62
100;99
100;77
96;96
100;53
100;85
96;84
100;76
96;63
100;59
98;64
100;82
100;96
99;78
98;76
100;52
97;68
97;98
97;64
100;77
100;96
99;62
100;97
100;84
99;77
100;53
96;81
99;57
100;92
99;98
98;89
100;93
100;75
98;88
100;50
100;91
100;52
100;85
96;80
96;71
100;51
100;60
99;66
100;60
100;61
98;73
100;95
100;55
96;52
100;72
100;95
100;64
98;53
100;58
97;87
97;61
99;97
100;89
100;92
100;65
100;74
100;73
96;73
98;94
100;58
100;91
98;94
97;74
100;97
100;88
98;64
98;74
100;96
96;97
97;74
100;66
96;66
98;80
99;83
100;56
100;81
100;75
100;74
100;64
96;69
100;57
99;65
97;82
100;82
97;53
100;50
100;78
100;97
96;58
100;68
100;55
97;63
100;87
100;89
97;66
100;71
98;55
97;84
97;57
97;69
99;68
100;69
97;93
100;71
100;97
97;81
100;54
96;94
97;94
98;52
100;74
100;59
98;81
100;85
98;54
100;59
99;62
100;96
100;77
100;90
100;96
98;90
100;97
97;82
100;97
100;62
98;94
96;89
98;96
100;56
100;87
97;98
99;72
100;65
100;62
100;60
100;89
96;96
99;90
97;66
100;91
96;84
100;70
97;82
100;80
100;61
100;82
98;71
100;57
100;80
97;86
100;94
96;97
98;56
96;93
96;75
98;76
98;54
100;96
100;74
96;85
97;87
98;99
98;79
98;76
99;84
97;80
100;54
97;67
98;71
100;96
100;54
100;99
100;87
98;72
100;55
100;67
98;86
100;86
100;70
100;50
98;79
100;78
100;51
100;99
100;97
100;58
97;87
100;87
96;90
98;67
100;82
96;67
97;84
99;92
98;98
99;89
98;53
100;66
96;75
100;58
100;84
98;95
100;68
97;95
100;87
100;93
100;95
100;64
99;58
100;57
100;75
100;82
100;58
100;70
100;50
98;75
100;73
97;71
98;69
100;56
100;75
97;88
100;94
96;56
100;55
100;83
100;71
100;57
99;96
100;90
100;89
98;69
100;74
100;78
100;89
99;66
98;91
100;91
98;63
100;67
96;67
100;58
100;93
97;94
100;71
100;90
97;97
100;71
100;59
100;86
99;67
100;72
100;91
100;54
99;75
100;61
100;87
96;64
100;52
99;99
100;73
100;63
100;85
100;78
97;78
96;75
100;74
100;76
100;68
100;76
98;81
97;61
99;96
100;62
100;93
98;60
100;90
98;65
100;90
97;83
100;77
99;87
96;52
100;72
99;61
96;75
100;85
97;50
96;69
100;88
100;80
98;84
100;76
100;60
100;99
99;60
100;88
100;57
96;97
100;82
100;52
99;91
100;95
100;74
100;97
100;63
100;59
99;71
100;93
100;56
100;59
100;66
97;67
100;69
100;59
100;64
98;74
97;74
97;67
99;63
100;52
100;58
96;70
98;99
100;59
100;81
100;81
99;82
100;50
97;89
100;76
100;91
100;88
100;99
100;77
100;62
98;58
100;96
97;92
100;56
98;52
100;60
100;60
98;99
99;87
100;68
97;81
100;89
100;76
100;66
100;81
96;97
100;98
100;77
96;88
100;89
98;58
98;91
100;69
100;78
99;56
100;92
100;91
98;51
100;57
100;84
96;54
100;69
100;95
98;72
96;77
100;92
96;97
100;90
96;59
100;57
100;63
98;72
98;69
98;60
97;66
100;87
100;69
100;99
100;56
100;67
99;61
100;60
100;82
100;73
100;97
100;79
100;52
100;90
97;77
99;78
98;59
100;71
100;96
96;65
100;56
99;79
100;70
100;90
100;99
100;90
100;82
98;63
100;65
97;64
100;77
100;60
100;69
100;89
97;61
100;62
99;89
100;91
97;82
100;91
96;78
100;85
100;96
98;65
100;76
96;86
100;89
100;73
99;59
99;93
100;54
100;71
98;90
100;85
100;90
100;88
100;90
100;81
99;77
99;72
99;76
99;77
100;66
100;50
100;54
100;97
100;62
97;59
100;85
100;54
100;94
100;54
100;80
99;78
97;66
97;68
100;83
100;83
100;99
100;78
100;87
100;85
96;85
100;59
98;65
97;65
97;68
96;59
100;71
96;74
96;57
100;54
98;53
98;97
100;81
98;94
100;70
96;83
96;95
100;58
96;95
100;96
96;69
97;62
100;55
100;95
96;57
100;94
100;53
100;90
100;88
96;63
100;69
100;87
98;67
100;69
97;71
96;79
100;79
100;76
100;67
96;73
100;60
100;55
98;58
100;89
98;90
99;93
100;61
100;95
100;51
100;70
99;75
100;62
100;60
97;61
100;86
100;55
100;66
98;58
96;94
100;62
100;83
100;55
100;99
100;52
100;83
100;76
100;55
99;75
99;64
100;50
100;58
100;69
98;85
100;51
97;56
98;96
100;66
96;82
98;60
100;52
98;61
100;62
98;59
96;77
96;72
100;99
100;76
100;75
100;97
100;83
100;73
100;89
97;63
100;65
100;87
98;81
100;82
100;84
100;57
100;94
100;81
100;72
100;55
100;69
100;71
100;89
100;60
100;71
99;66
100;91
100;82
100;52
100;76
99;59
99;99
100;94
100;76
97;50
100;69
96;83
100;86
100;96
100;50
98;56
97;66
100;70
96;75
97;54
100;73
100;73
100;71
100;97
100;99
99;68
98;97
99;62
100;58
97;61
96;65
100;58
100;85
99;63
98;57
100;97
100;52
97;94
100;93
97;86
96;51
98;96
100;72
100;66
99;67
100;64
100;83
100;55
99;77
100;81
100;89
100;86
100;67
100;51
100;93
98;91
100;87
100;74
100;78
100;79
100;99
100;70
99;69
100;96
96;59
100;99
100;72
100;67
100;69
100;81
100;89
100;72
100;91
97;92
100;58
100;55
100;86
97;70
99;77
100;73
100;65
99;96
96;85
99;86
97;50
100;96
100;69
100;83
100;71
98;57
100;95
100;70
100;83
100;83
100;61
100;82
100;91
97;94
100;50
100;76
100;82
100;88
100;75
100;86
100;56
97;64
100;58
100;97
100;98
100;62
100;77
100;84
100;88
100;88
98;94
100;91
100;81
100;77
100;67
100;87
100;53
100;71
100;55
100;54
100;76
98;70
100;90
96;90
100;80
100;57
100;64
100;66
97;63
100;86
99;75
100;74
100;51
100;92
97;87
97;71
96;99
97;52
100;89
99;54
100;55
97;90
98;72
98;50
100;67
100;60
100;98
100;92
100;97
100;60
100;61
97;72
100;77
100;80
99;71
100;65
97;79
97;74
96;83
97;88
100;88
100;97
98;60
99;95
100;72
97;95
100;65
99;81
100;90
100;55
100;86
98;53
100;58
100;53
96;70
100;75
96;70
100;69
100;59
97;53
100;61
100;71
100;78
100;98
99;72
100;60
100;77
96;71
96;97
99;52
97;67
99;85
100;94
97;83
100;66
100;83
100;96
100;88
100;65
100;92
100;95
100;97
100;69
100;53
100;63
97;62
99;73
100;55
100;53
99;59
97;84
100;81
100;69
100;99
100;50
100;73
100;79
100;51
100;74
100;52
100;66
100;60
100;87
96;77
100;98
100;87
99;82
99;82
100;99
96;90
97;66
100;57
100;97
98;96
100;97
98;53
98;62
97;65
100;95
99;87
97;79
100;50
100;60
100;61
100;68
99;68
100;92
96;96
100;66
96;86
99;75
100;58
100;89
99;92
100;94
100;81
98;70
100;72
96;89
96;78
100;81
100;98
100;66
100;76
98;79
100;82
100;60
100;99
100;86
99;55
100;73
100;58
100;67
98;86
100;58
100;61
100;72
100;95
100;83
96;80
100;63
100;55
100;69
100;79
96;77
98;89
100;64
98;70
100;83
97;86
99;77
100;63
100;99
97;77
96;66
96;88
100;92
98;95
100;95
100;93
100;92
96;91
100;54
97;56
98;69
100;85
100;67
100;78
100;81
98;59
100;81
98;68
100;86
100;83
99;88
97;53
100;60
100;75
98;92
100;63
100;66
100;60
100;61
96;86
98;72
100;67
97;59
99;72
98;61
100;58
96;85
96;78
100;91
99;99
100;67
96;66
100;54
100;65
100;98
98;81
97;74
96;83
100;87
100;64
100;91
97;71
96;63
100;70
100;63
100;52
98;63
100;74
100;68
100;63
100;66
100;97
100;95
98;81
100;84
100;56
100;84
100;75
96;94
97;88
100;64
97;60
97;72
98;71
98;61
100;89
100;55
100;66
98;91
96;75
99;95
100;71
96;86
98;97
100;73
100;98
99;89
100;62
100;74
100;52
97;93
100;74
100;80
99;72
100;59
96;50
100;94
100;81
96;58
97;85
96;95
100;89
100;74
98;95
100;58
100;69
100;56
98;57
96;51
98;84
100;50
100;88
100;79
100;98
97;66
99;76
98;59
100;74
100;61
99;56
97;72
98;74
100;86
100;55
100;96
100;80
100;93
96;94
99;85
98;51
100;60
96;97
100;71
100;63
98;87
100;72
99;80
97;88
96;53
98;69
100;63
100;68
97;55
100;87
97;99
97;77
100;93
96;51
100;65
97;56
100;92
96;89
96;59
100;59
96;94
100;97
100;55
96;85
97;67
100;82
100;82
97;76
99;98
97;51
100;85
98;80
97;75
100;76
100;78
100;94
100;63
97;94
100;73
100;89
100;82
100;86
100;89
98;97
97;52
100;66
99;76
99;77
96;98
100;54
100;96
100;78
99;85
100;73
100;60
98;89
97;89
100;93
100;56
100;80
100;55
100;84
97;94
100;93
97;57
96;77
100;72
100;71
99;78
96;66
100;86
98;59
100;80
100;88
98;81
100;87
98;66
97;78
96;71
97;74
100;84
100;50
100;94
100;99
100;68
98;66
98;88
100;55
99;53
97;92
96;77
96;75
97;80
100;77
100;92
96;98
99;75
97;87
98;80
100;55
100;86
100;83
100;61
100;53
100;67
100;90
100;59
100;74
98;73
100;69
100;96
99;77
97;97
100;57
100;91
100;61
100;96
100;86
100;89
100;80
100;62
97;69
100;52
100;99
100;52
100;86
96;60
100;97
100;68
97;92
100;73
100;89
100;52
100;55
97;95
100;94
100;54
97;57
100;59
100;57
100;56
100;75
100;89
100;59
99;79
100;58
99;52
97;67
99;60
97;68
100;60
98;88
100;82
100;81
100;62
100;64
100;90
96;60
100;73
99;83
100;64
100;92
96;68
100;85
97;95
100;92
100;81
96;50
97;77
96;52
99;56
100;78
100;68
100;74
100;83
100;97
96;91
100;58
100;94
98;63
98;73
100;79
98;82
100;82
97;50
99;83
100;70
100;64
100;50
100;54
99;77
96;86
100;79
100;67
100;67
100;54
100;94
100;89
100;73
100;95
100;87
100;81
99;94
99;66
98;65
99;86
100;52
96;93
100;98
99;69
100;50
98;52
98;81
100;87
100;62
96;61
100;63
100;84
100;81
100;54
100;99
100;73
97;79
100;70
100;90
100;62
98;75
100;93
100;92
98;66
100;58
96;76
100;64
98;99
100;76
98;94
100;62
100;96
100;82
96;70
96;71
100;56
100;61
100;73
100;71
100;84
99;91
100;92
96;97
100;99
100;81
97;78
100;54
99;58
99;92
100;59
100;60
96;60
100;99
100;80
98;76
100;89
100;53
98;55
96;78
100;79
96;90
97;92
98;95
100;68
100;54
100;63
100;85
100;50
100;85
100;69
100;62
96;92
100;73
100;67
97;73
98;96
100;70
100;75
100;73
97;51
100;51
100;67
99;74
100;77
99;52
96;52
100;62
97;89
100;54
100;96
100;75
100;92
100;61
96;81
100;56
100;50
100;87
96;85
100;56
100;66
100;97
98;93
100;87
97;96
100;99
100;75
96;62
100;52
100;66
98;82
100;57
100;61
100;83
100;95
100;55
99;60
97;88
100;66
99;87
97;52
96;50
100;80
100;68
96;63
99;61
96;62
98;71
97;59
96;88
97;59
100;59
96;99
98;76
97;61
100;62
97;93
97;52
100;57
100;61
100;90
99;86
100;65
100;83
100;51
100;96
99;75
100;65
97;60
96;52
100;50
100;82
100;64
97;52
98;80
100;96
100;58
99;86
99;76
99;54
100;66
96;80
98;91
99;91
98;52
100;88
100;70
100;80
100;91
100;58
100;99
100;82
96;62
100;54
100;53
100;74
97;83
100;81
100;53
96;93
100;50
99;69
100;97
100;85
99;79
100;85
98;83
99;96
97;69
100;78
97;58
100;81
96;50
98;73
97;78
100;72
97;71
100;88
100;87
99;72
100;75
100;64
100;96
100;50
100;95
99;55
100;77
98;57
100;76
100;69
100;60
100;94
100;86
100;56
100;82
100;81
96;81
100;86
100;54
100;75
98;95
100;94
99;82
96;54
100;62
100;64
100;77
100;63
100;90
97;83
96;92
100;68
100;98
100;69
96;87
100;70
100;60
100;91
98;97
100;64
99;77
100;59
100;61
99;89
100;85
100;78
100;86
100;53
97;85
100;79
98;81
99;67
100;72
100;93
100;97
98;99
100;56
96;90
100;63
100;63
99;92
100;62
96;82
100;83
100;59
100;67
98;93
100;52
100;98
100;87
97;62
100;52
98;95
98;59
96;61
100;88
96;66
100;57
100;90
100;90
100;81
100;85
100;99
100;73
100;51
100;78
97;74
96;65
97;69
99;94
97;81
98;97
100;85
100;82
100;92
100;98
96;72
99;63
100;69
99;88
97;56
100;83
98;50
99;88
100;95
100;70
100;69
100;56
97;56
100;83
100;74
100;66
100;89
100;81
100;85
100;98
96;54
100;70
100;85
98;86
100;86
100;65
100;93
100;78
100;83
99;63
100;81
100;80
100;72
96;90
100;63
100;69
100;86
97;67
100;71
99;96
100;63
100;69
100;82
100;72
100;54
97;51
97;75
100;66
100;88
100;89
97;88
100;68
100;55
100;65
100;77
100;63
96;92
96;67
99;85
100;80
100;52
100;62
100;81
96;88
100;62
100;91
96;60
99;89
99;61
100;81
99;69
100;59
96;68
100;66
98;86
97;66
100;62
100;57
100;72
99;95
98;58
100;98
100;55
100;82
100;81
100;78
97;63
100;99
100;64
100;55
100;92
99;66
97;76
100;94
100;87
99;61
99;77
100;69
97;57
98;64
98;50
97;87
98;98
98;50
100;97
98;53
100;94
97;88
97;76
100;58
100;70
100;80
100;69
100;91
100;90
100;67
97;63
100;92
100;78
100;50
99;90
100;90
99;96
98;99
100;74
100;67
100;54
100;55
100;77
100;96
99;74
100;83
100;57
98;54
96;70
98;52
100;57
98;94
100;83
97;96
97;85
98;80
100;57
96;56
100;99
100;83
98;92
100;94
98;64
100;65
100;97
100;95
97;95
98;74
97;60
98;91
96;88
100;90
100;50
100;96
96;77
100;83
100;66
100;51
97;65
100;84
98;82
100;70
98;82
97;93
100;65
100;86
98;93
100;65
97;58
97;89
100;58
100;76
97;54
100;66
100;99
99;50
99;64
99;57
99;86
100;80
100;56
100;73
98;82
100;82
100;79
100;53
100;66
100;59
100;56
98;97
100;63
100;81
100;91
96;72
98;97
100;66
100;85
100;50
100;51
96;56
98;70
96;82
98;70
99;67
99;74
96;53
100;88
99;91
100;80
97;94
100;95
100;77
100;80
100;88
100;95
97;50
98;68
100;68
100;56
100;77
96;65
96;60
97;54
100;60
97;87
99;69
100;59
100;84
96;72
100;93
100;83
98;54
98;95
97;86
100;78
97;87
100;69
100;56
98;64
100;58
100;66
100;57
100;51
100;82
96;87
100;83
100;71
100;75
100;97
96;93
100;81
100;66
100;82
96;74
98;63
100;80
96;73
100;94
96;98
97;61
100;63
100;59
100;59
100;98
100;51
100;73
96;51
100;83
97;66
98;72
100;82
100;69
100;70
100;88
100;51
96;50
100;50
100;74
96;92
100;67
100;80
100;51
100;79
100;56
96;59
96;56
100;66
100;78
98;66
96;57
97;80
98;73
99;81
100;71
98;98
97;83
99;74
100;68
100;59
100;76
100;96
100;77
100;64
100;51
100;57
99;69
96;58
100;63
96;70
99;58
100;72
98;73
96;62
100;99
100;99
100;59
100;55
98;87
100;70
100;87
100;59
100;87
100;75
100;85
100;86
96;90
100;99
99;69
99;52
100;52
100;63
98;68
100;57
100;72
100;81
100;87
99;90
100;94
97;95
100;85
98;96
100;58
100;71
99;62
97;69
100;57
100;74
96;64
100;71
96;76
99;84
100;86
100;92
100;69
98;89
99;81
97;61
99;72
100;89
98;75
99;59
100;76
100;58
100;76
97;74
96;82
97;71
100;58
100;96
100;73
98;64
99;87
99;64
98;60
100;66
100;99
100;89
100;60
100;94
100;51
96;52
100;50
100;50
97;97
99;90
96;64
100;66
100;71
100;57
100;54
99;69
99;58
100;64
100;80
100;93
100;73
97;50
100;86
100;54
100;99
98;72
96;60
100;75
100;65
99;51
100;86
98;89
100;66
100;98
100;97
96;52
97;59
98;54
100;57
99;57
100;55
98;60
100;61
97;87
100;94
100;58
100;91
100;83
96;91
99;87
97;73
100;83
100;85
98;51
100;89
98;58
100;85
100;76
100;59
100;80
100;50
96;84
100;55
100;69
96;52
96;52
98;95
99;53
99;70
100;64
100;70
96;92
100;89
100;51
100;86
100;52
100;53
100;73
100;65
99;98
100;61
100;78
98;52
100;60
100;61
100;71
97;71
100;72
100;54
96;55
100;80
99;78
100;98
100;60
100;69
99;94
100;54
100;57
100;88
96;74
96;58
96;63
98;76
96;68
96;63
100;81
100;70
100;56
97;92
100;55
100;87
98;95
98;74
96;58
100;89
100;59
100;50
100;99
100;93
100;51
96;58
100;66
100;84
100;81
100;69
100;99
100;66
96;85
97;94
99;74
97;59
100;53
98;92
98;97
100;55
96;73
100;68
100;67
100;82
100;83
100;54
100;55
100;94
99;69
100;73
99;65
96;72
97;89
99;87
100;57
100;62
100;78
98;78
100;77
100;99
97;94
100;50
100;72
99;71
97;81
100;81
100;66
100;57
99;73
99;65
100;73
96;76
98;50
100;65
100;78
99;75
100;70
100;84
100;65
99;75
96;51
100;75
96;80
97;80
100;50
100;51
100;93
100;72
100;60
98;90
100;55
96;94
97;93
99;56
100;84
96;78
100;87
100;72
100;77
99;98
100;73
100;66
100;62
98;72
100;84
99;85
100;94
96;97
100;83
97;61
100;52
99;81
100;81
100;62
100;87
100;93
100;75
100;78
100;96
97;84
100;58
99;57
100;65
100;68
96;91
99;76
98;83
99;79
96;80
100;54
99;58
100;57
100;68
97;96
97;57
96;55
100;57
100;96
99;77
100;53
98;82
100;87
99;71
99;94
99;56
96;89
97;74
96;93
100;77
98;85
100;63
96;94
97;54
100;75
100;56
100;63
100;92
100;53
100;59
100;58
99;84
100;68
97;72
97;57
97;76
96;55
100;71
100;60
100;51
100;83
96;67
100;50
100;89
96;71
99;81
97;95
100;79
100;55
97;78
100;89
98;61
100;67
100;83
100;52
96;61
100;80
100;95
100;58
98;82
100;54
98;86
99;57
100;60
97;78
100;86
100;69
100;52
100;76
98;95
99;89
98;89
98;89
100;63
98;82
100;77
97;64
100;77
97;65
100;76
100;84
100;56
100;61
100;94
100;92
100;87
96;82
100;69
100;71
100;88
100;64
100;99
97;71
99;89
96;97
100;93
100;69
97;62
100;90
100;63
96;60
99;89
100;82
97;53
100;71
100;98
98;96
97;59
100;60
97;83
100;83
98;70
100;69
97;51
98;51
100;52
99;75
100;55
100;89
100;69
100;53
96;76
97;57
96;53
99;68
100;65
98;56
97;62
100;82
100;63
96;62
100;89
96;64
100;61
96;83
100;57
98;62
98;60
100;57
100;52
98;54
100;52
99;94
100;86
100;82
100;92
100;79
100;56
100;97
100;90
96;58
96;83
99;73
100;84
96;74
100;78
99;61
100;74
100;76
100;57
98;99
100;78
100;70
100;58
100;66
100;76
100;84
97;90
100;58
96;70
100;84
100;95
100;73
96;99
100;84
100;90
100;97
98;85
100;57
96;93
97;97
100;99
100;76
100;65
97;94
100;96
100;87
100;71
100;89
100;89
96;66
97;65
98;99
99;52
100;97
100;98
100;83
100;66
100;77
100;58
100;50
100;89
97;92
96;88
100;54
100;70
100;81
96;63
100;58
96;87
98;91
100;85
100;82
99;87
100;60
100;95
100;56
99;79
100;76
100;69
96;62
100;51
100;74
100;67
97;63
98;82
100;90
100;77
100;60
100;71
97;55
97;57
100;89
98;74
98;59
99;70
97;56
98;88
98;90
100;77
100;91
100;75
100;68
100;79
100;82
100;79
96;62
96;62
100;68
100;71
100;65
100;64
100;61
96;55
99;80
100;51
96;56
99;74
99;91
100;77
96;59
100;63
100;57
100;91
98;93
100;57
100;84
99;58
99;55
100;64
98;79
100;92
96;50
96;89
97;67
96;94
100;84
98;79
100;55
100;83
98;53
100;52
100;76
96;57
100;69
100;81
100;78
98;82
100;67
100;61
97;79
100;81
97;74
100;58
100;85
96;64
100;79
100;71
97;78
100;86
100;88
100;57
100;93
100;50
100;91
100;76
96;92
100;83
100;67
100;54
99;74
100;61
100;61
100;92
98;97
100;89
99;84
96;92
100;50
96;85
100;53
99;92
100;71
100;61
100;51
100;81
98;68
96;79
96;60
100;57
97;59
100;65
100;72
96;62
100;52
100;95
100;56
100;69
99;98
100;57
100;61
100;93
96;83
99;77
96;89
100;88
99;53
98;85
100;75
100;51
100;80
100;97
97;60
100;69
100;51
100;74
96;65
98;94
96;67
96;54
100;91
100;70
98;60
100;56
100;67
98;57
100;56
100;61
99;60
100;97
100;94
100;74
99;57
96;52
97;74
100;79
97;69
99;59
98;99
100;99
100;87
100;94
100;93
100;77
100;96
100;61
100;81
97;99
99;81
100;83
97;57
97;93
100;89
100;55
100;96
99;98
97;74
99;95
97;86
99;93
96;61
100;83
100;57
98;81
99;86
99;86
98;75
96;88
100;65
100;50
100;69
96;86
99;51
100;66
96;50
97;71
100;64
100;73
100;69
100;50
99;95
100;63
100;60
97;77
100;66
100;84
100;50
96;64
100;82
97;89
97;57
98;78
97;66
100;97
100;99
99;87
98;59
100;78
98;66
100;71
100;79
97;92
97;98
100;69
99;76
100;75
100;53
100;54
100;76
100;74
100;95
98;78
96;74
100;98
100;97
100;65
100;67
100;99
96;69
100;58
99;76
100;79
97;88
98;86
97;76
96;60
100;61
100;74
100;75
97;85
97;57
100;69
98;86
100;93
99;83
99;91
100;82
96;97
96;79
100;83
100;54
100;51
98;53
99;74
100;69
98;70
100;51
100;54
96;69
96;75
100;71
100;95
97;63
100;88
99;62
100;60
100;69
97;83
100;52
98;93
100;74
97;55
100;97
100;94
96;53
96;66
98;91
97;61
100;60
98;62
98;53
100;90
98;64
96;56
100;64
99;88
100;83
97;76
100;87
96;61
100;62
97;96
96;67
100;80
100;63
100;67
100;99
100;61
100;66
100;93
100;69
100;61
100;73
100;87
100;62
99;85
96;51
100;98
100;96
96;63
97;91
96;77
99;50
98;70
100;96
100;84
100;84
100;53
